"id_mentah","username","comment","Label"
133,"ainominovayu","@hendra_adhi_p jeepmu duk iki😂","positif"
134,"ainun_njkh","💟💟💟","positif"
135,"ainunhidayatullah29","😍","positif"
136,"ainuntafsinai","😍😍","positif"
137,"aira_zhafran","Yanda @bengbross","positif"
138,"aishasudiyono_88","😮😮😮","negatif"
139,"aisyaahicha","L.❤️","positif"
140,"aisyah_novitri4","❤️❤️❤️","positif"
141,"aisyahwfl","😍😍","positif"
142,"aisyahzrap","mari kita nabung @sanayakrns","positif"
143,"ajjengggg","mas abi mirip d.o","positif"
144,"akbar_catur_hermawan","Mantan gue ni❤️❤️❤️","positif"
145,"aklemasyurii","Horror","negatif"
146,"akubrendulll","😮😮","negatif"
147,"akunsecondsayani_","Kalo kesana bayar ga ka?","netral"
148,"akushyco_","Karin, semoga selalu sehat dan bahagia ya!💜","positif"
149,"akusiapaya13939","Kapan gua punya mas mas kaya gitu😭😭😭😭","positif"
150,"akwilinagrevba_","❤️❤️❤️❤️❤️","positif"
151,"al_pyi","Monggo anak indihome @heynom__ xixixixixi","netral"
152,"aldamaharani_tm","⁸l😂","positif"
153,"aldiirzkym_","Bantu follow akun aku auto follback","netral"
154,"aldila.ra","@ssblla cb bil jwb bil dmn","netral"
155,"aldofuckingjenner","Cu bing bing","positif"
156,"aldokembarrrrrrrr","@haradalah Akg skuy?","positif"
157,"aldoresare","Macam duyong rin. Keren ehhhh🍻","positif"
158,"aleefghij","hay anak indi😂🤣 @maafinya02","netral"
159,"aleeleeaaa","NIKAH NIKAH NIKAH NIKAH NAPA🙁😭😭😭😭😭","netral"
160,"alena_setya","Bagus banget body nya..😍😍","positif"
161,"alexaawenas","bagi dong","positif"
162,"alexandrkvnnn","Foto pertama ada di kiri dkt pintu","netral"
163,"alfaskinbalishop","❤️❤️❤️","netral"
164,"alfianimld_","2020 SAHH ❤️","positif"
165,"alfina_muflihah","@napiatn monggo napia dilihat","positif"
166,"aliefrossyani","Mas abiiiii 💙","netral"
167,"alif.jss","You are like an angel falling from a tile✨✨","positif"
168,"alifbangsawan21","Kak plis cek dm","positif"
169,"alimukhtarrr_","rumahnya enak ya","positif"
170,"alinfla","Kesini yuk @damassugara","positif"
171,"alippiawk","@bayu_saputra54 kesini","positif"
172,"alishanasutionn","Ah kangen angkringan gw😢 @awkarin","positif"
173,"alivayaa","Yaampon emg jogja tu istimewa bgt❤️","positif"
174,"aliya.nelly","masyaallah mas abi 😍 uwww kwkwk","positif"
175,"allduran","💎💎💎💋💎💎","netral"
176,"allfandii_","Ada sosok","negatif"
177,"allmaagustinh","😍😍","positif"
178,"allyafy","luv u @awkarin 💕💕💕💕💕💕💕💕","positif"
179,"almsyhs_","Si teteh bisa qtu😂","positif"
180,"alqard_","@ifalafff","netral"
181,"alvie_danur","slide terakhir, gumushh❤️","positif"
182,"alyamahastra25","@tim_jurnalrisa wajib kesinii nih hehe","positif"
183,"amaldanaylaa","❤️","positif"
184,"amaliaalia06","@janitrimj","positif"
185,"amalialynd","❤️😭","netral"
186,"amandafebrizaputri","Kak karin😍","positif"
187,"amandine_liebe","OMG ,, bnyk penampakan,,","negatif"
188,"amelia.alya_","Kok merinding saya","negatif"
189,"amengku","Mirip neng","positif"
190,"amerisaandyni","@azaliafarika dimana ini?","netral"
191,"amhaa.s","Yukk kesini Mbaksdins😂 @saifunadini","positif"
192,"amibarbaraa","@tim_jurnalrisa @risa_saraswati","positif"
193,"amibrhmn_","Mrindingnya nyampe sidoarjo","positif"
194,"amira_balqh","First","positif"
195,"ammirraahh","Udh cocok kak, semoga langgeng! ❤","positif"
196,"amooymh","Kapan nih @eik_kaplale","netral"
197,"an0thersid3ofme","gilss 40 detik bgt nih","netral"
198,"ana_diana.1","Lihatnya kok deg-degan ya ...","negatif"
199,"anaarnns._","Aaaa🤤🤤","positif"
200,"anabilqisa_","slide ke 7 bikin merinding .","negatif"
201,"anaknya_bude","Engap","negatif"
202,"anastasia_rachel10","Gatau kenapa mas abi cakep banget😭","positif"
203,"andakepoyahhh_","😍","netral"
204,"andinaadwi","sabian ganteng","positif"
205,"andinauliah","Tasnya mao jatooh kak","negatif"
206,"andinuraisyahh_","ini tempat main film yg wayang itu kan?","netral"
207,"andinyfarsya_","cieelah,","netral"
208,"andiraaaa11","Nontonnya pernah di DMS @diarymisterisara 🙌","positif"
209,"andrabedy","Deket rumah aku inii","positif"
210,"andresatrya_","Kuliner wajib jogja daerah selatan 😍","positif"
211,"andy_wilsonjr","Nggak deh rin... Makasih","negatif"
212,"anennnnnnnnnn","😍❤️😍❤️","netral"
213,"angela_jay1331","💗mirip=jodoh💗","positif"
214,"angelicavlntnn","Enak bgt :(((","positif"
215,"angelylnd","❤️❤️❤️❤️","positif"
216,"anggiaaaaam","ihhh, kirain calum hood dong 😭","netral"
217,"anggiambrwt","Jawab ju @rrawlndr 🤣","netral"
218,"anggikrtk_","HUAAA PEN KETEMU KAK KARINNN😭😭 AYOO KETEMUU😭","positif"
219,"anggisftr277","Kaka asli org mana ?","netral"
220,"anggita_1905","Serem","negatif"
221,"anggizadn_","enake mba aku mau dong xixi","positif"
222,"anggraal","@icchawww_","netral"
223,"anggrainirestya","Kok sekilas kek putri duyung tanpa ekor ya😅","positif"
224,"angguenatan25","Sering bgt kesitu 🤤💜","positif"
225,"anggunnoona","Mencekam banget :')","negatif"
226,"anggyfebryy","cocok ka","positif"
227,"aniingggg","💖💖💖💖","netral"
228,"aniis_csld24","Pernah nonton ini di @diarymisterisara","positif"
229,"anikpjnt99","Ini rumah asli dlunya dlemnya kayak istana","positif"
230,"anilforestry","Kak Ayuk kesini @melatikusumaw","positif"
231,"anindanvr_","Merinding😢","negatif"
232,"anindya.j","mirip","positif"
233,"anisainda_","@alisa.joana","netral"
234,"anisalarasati95","❤️🔥🔥🔥","positif"
235,"anisamaulida16","Kenapa pas kita kejogja gak kesini @gogotbs","positif"
236,"anisanovia26","@bentarsamoa","positif"
237,"aniscahyaa","😍😍","netral"
238,"anitaawl","Mirip yaallah wkwk","positif"
239,"anka.dianaa","🖤🖤","positif"
240,"anna17belle","Ya ampunnn itu ada yg tidurann😮😮😮","negatif"
241,"annaaufall","Tentang Kak karin, sate dan kak abii","positif"
242,"annaz_nz_","🙏🙏","positif"
243,"anneajaa__","Pasti nunggu lamaaakk bettt,-","negatif"
244,"annelirawh_","Tadi aku kang parkirnya","netral"
245,"anni.msy","@fatennabillah24 yuk ngabs jelasin","netral"
246,"annisa_fadiilaa","Mirip bgt sumpah dahh❤️❤️❤️","positif"
247,"annisadinimeytari","@elisabethnia1","netral"
248,"annisamuti.aa","😻😻😻😻","netral"
249,"annisanauliaa","Keeung","netral"
250,"annisangl_","@nurafnilubis_ aghh🤤","positif"
251,"annisanuansaaa","@azrul_rifqi gini zrul, ada nasinya","positif"
252,"annissaptri_","Ini tempat yg pernah didatengin DMS itu, kan?","positif"
253,"annizxa","kangen jogja😭","positif"
254,"annndaptri","💕💕","netral"
255,"anns.tniaa","First❤️","positif"
256,"annyhaya","Tp lantainya bersih","positif"
257,"anothergladys","Inget rumah nenek kalo liat ini","positif"
258,"anotherw00rld","lu knp cocok bgt sm dia sih ka","positif"
259,"anss_____","Langsung sesek napas dong 🥴","negatif"
260,"antongtigabelas","slide 5 ada kursi warna putih","netral"
261,"antoniuspandu15","@rifki_ctprtm @jerrybudiharjo 🙈","netral"
262,"any_khumairah90","No","negatif"
263,"aowkwkok","Cocok","positif"
264,"apple.apl_","gantenk bgt","positif"
265,"apriani_maristha","Slide terakhir 👏","positif"
266,"apriliapps","@lailyhdyttt kalah kon mbek awkarin","negatif"
267,"apriliasaras","I wanna meet you Kak😢😢","positif"
268,"aprilynptr","@hafriandy_ kapan kesini bosqu?🙃","positif"
269,"aqisthie_","muka kk karin beda😭","netral"
270,"aquaristhaa","Pengen lagi kan @kssfa","positif"
271,"ardanny_","Angkringan Mang Udin di Jl. Pramuka the best","positif"
272,"ardwi","❤️","positif"
273,"arfanafrizal","😍😍😍😍","positif"
274,"arfiafio___","karinn ke gunungkidul kapannnnn🔥","netral"
275,"argetim.id","❤️❤️❤️❤️","positif"
276,"arief_mustaf","Kotagede , 🔥","positif"
277,"ariesmnandarr_","Slide ke 3,5 ama terakhir...ehehe","netral"
278,"ariestiaaajannah","Di @diarymisterisara adaaaa","positif"
279,"ariesyola","serem browww","negatif"
280,"ariffiantoo","@_boteng teng lu ngapa disana","netral"
281,"arinasaputri_","Take me here @ferialarafat00 😁","positif"
282,"arini.fatimah","jogja , dah pernah nyai kesini","positif"
283,"arinimaya08","Mirip","positif"
284,"arionicn","Gua gak ngeliat indihome di rumah itu 😂","positif"
285,"ariqah0","deh","negatif"
286,"arjuunaa_","Jadi inget ""Galau jogjain aja"""" 😁 @eri.carl""","negatif"
287,"arl_agst","❤️❤️❤️","positif"
288,"arlindaadr","2020 sebar undangan nikah, yuk amin in yuk!","positif"
289,"arlindyarh","@farahafiza24 @yunindra_ yuk yuk","positif"
290,"armeliyaa","❤","netral"
291,"arnetaardlnvm","Slide 4😵","positif"
292,"arok_rk","😍","netral"
293,"arrozizikri","envy","positif"
294,"arrystyasih","Miripp ahh","positif"
295,"arsipdumb","Syedepp","positif"
296,"artharamaghret","Cek post lah kak😢","positif"
297,"artlistica","@riska_etnik kesini ris kerenn 🔥🔥","positif"
298,"arul_ahlaki","😍😍😍😍😍","netral"
299,"arumfauzanns","Jadi laper","negatif"
300,"arumoktv","😭","negatif"
301,"arvinkeynes_","🖤🖤","netral"
302,"arya_rahmawati","First 🔥","positif"
303,"arya_satya01","#teamsatekulit","positif"
304,"asafrna","@ansfebrany silahkannnn 😬","positif"
305,"asepxx___","Merinding bgt","negatif"
306,"ashari9954","Pocong Sumi kan","negatif"
307,"asia.carina","gelem poo diajak kesini @fatimahdyh","positif"
308,"asmarani2196","@roffi_wong 🤭","netral"
309,"asniasn_","Biru biru gitu jadi inget laneige","netral"
310,"asrifajarsp","Rumah style Chinese ya?","netral"
311,"asripamungkastuti","deket rumah😄 pesen dulu tinggal pulang hehehe","positif"
312,"asti_srim","😮😮😮","netral"
313,"astriesalonpaseban","@risa_saraswati ka coba kesini","positif"
314,"astrinovian17","@tim_jurnalrisa","netral"
315,"asyrafrh_","😍😍😍","positif"
316,"ateam.wearing","😍😍","positif"
317,"athanrdts","Lama ndak e @marinaelsa_ wkwkwk","netral"
318,"atikasali","Mirip 😍","positif"
319,"atina_ribeel_balweel","liatnya jadi pusinh","negatif"
320,"atmclothing.id","Kaos keren 35rb kak","positif"
321,"audya.tp","Mirip bgt asleeee😍😍","positif"
322,"audyycst","Smg samawa🙌","positif"
323,"auleeex","langgeng karin!🤎🤎","positif"
324,"aulia.ramadhanii","Mirip masa depan ku","positif"
325,"auliaanrhm_","kembarr!","positif"
326,"auliaeste","💛","netral"
327,"auliamerisa28","Ogah rin","negatif"
328,"aulianisaskmwt","Miripp ihh","positif"
329,"aulianur_1","Gumuyyyy 😍","positif"
330,"auliaraaahmaa","Abi cute","netral"
331,"auliaseftyaaw","Cocok bgtt🔥","positif"
332,"aulkarinnn","😭😭😍","negatif"
333,"auraaulia15_","💙💙💙","positif"
334,"auranarr","aku anak indomie sih jadi gak keliatan😢","netral"
335,"aurayli_","ko pertama liat gue bacanya terapi yah😭","negatif"
336,"aurellfransiska","mirippppp","positif"
337,"aveendazy","hiling ke sini aja @rivaldyarief","positif"
338,"avistafara","@nandiyata","netral"
339,"aw.ul","di tunggu vlog nya karinn","positif"
340,"awalfarhann___","Creepy tapi keren tempatnya","positif"
341,"awdaisy_","Awseremmmm kek nya seruuu nich 😭😭😭🔥","positif"
342,"awdcrd.lv","Ishh💙💙","negatif"
343,"awfana_official","Slide ke 8, daet bgt horornya","negatif"
344,"awkarin","Mantra-mantra Jogja.","positif"
345,"awkarinqueen","🖤🖤🖤","positif"
346,"awkarinsh","❤️❤️❤️","netral"
347,"awkarleen","kak @awkarin  ke Gorontalo dong😭😭","positif"
348,"awkazelll","Karin hebat gada takut2nya❤️","positif"
349,"awnangg","lengket terus ya😍","netral"
350,"awrayy_","OMGGGG💓💓💓💓💓","positif"
351,"awrienn","aku anak indomie 😔","netral"
352,"awsyesye","aaa sayanggg","positif"
353,"awyeayeaa","knp kita ga kesini @laohlaohlaoh","positif"
354,"axcwiwitxya","Pernah buat shooting @diarymisterisara 😂","netral"
355,"axlprtmaa","gils ft yg berkelana sm mbaeri 😂😂","positif"
356,"ayaa_shf","@febykagreta","positif"
357,"ayesha.ayasha","makin keren aja kontennya huhu🤟🤟🤟","positif"
358,"ayeshadpp","Mual pusing liatnya🥲","negatif"
359,"ayeshamauraa","banyak bgt disitu 😳","negatif"
360,"aylaaaaaaaaa__","Mba Sumi keren bgt ya bisa mesen ojol","positif"
361,"ayu_pakpahan","Coba jelaskan dek @helsarianty_25 😂","positif"
362,"ayu_qtink","trs Karin nyobain dielus gk..? 😐","positif"
363,"ayu_safitri46","Mirip banget mukanya kakak 💓💓","positif"
364,"ayucdewi","❤️","positif"
365,"ayudiasv","mas abiii","netral"
366,"ayukartika.p","@hermawanyudhisaputra","positif"
367,"ayukpthni","Kotagede🔥","positif"
368,"ayumigsl777","Lebih cocok yg ini dari pada yg kmren2..","positif"
369,"ayundaajeng__","Uwow","netral"
370,"ayundashakeela","❤️❤️","netral"
371,"ayuniitaap","@citrarimaldaa","positif"
372,"ayuniwulan","@ttnaaulrhyuuuu gunakan kemampuanmu😂","positif"
373,"ayunn.ns","mulai laparrr","negatif"
374,"ayusulistianii_","selalu suka sama makanan angkringan💚","positif"
375,"ayutrimayayu","@lestariagustin4 mba lu kangen makan ini ga","positif"
376,"ayuyachne","Udah pernah nton di diary misteri sara.","netral"
377,"ayyiinn._","@ur.girl_fwen","netral"
378,"ayyuaay","❤","netral"
379,"az.zahraaaf","yauds ok","positif"
380,"azahrraa__","@silfiribkaynsa","positif"
381,"azhyraa_","Aamiinin ges","netral"
382,"azizaah99","Kayak pernah d pkk syuting dms","positif"
383,"azizakey_","@mutiara_shaila yuk","positif"
384,"azizasz_","💖","netral"
385,"azizazizun","Jujur gue malah suka tempat kayak gini","positif"
386,"azkaananya","❤️","netral"
387,"azlinawatii_","💚💚💚","netral"
388,"azura.msi","@ade_melugi @inabundaaisya  berani?","positif"
389,"azuracynthia","Seremmm😢","negatif"
390,"azzaroffana","😍😍😍😍😍😍😍","netral"
391,"azzllia","Cantik banget siiii 😭❤","positif"
392,"b_sd231","SLIDE KE 2 DINDING POJOK KIRI ATAS.","netral"
393,"b1lput","💙😭","positif"
394,"babymillo__","Cuma anak rumahan😞","netral"
395,"bagusspd","Cocok buat di jadiin tempat syuting","positif"
396,"baikbangethuhu","MAN CAKEP BAT","positif"
397,"bailem0s","Slide ke 3 merinding bgt","negatif"
398,"banana.banono","Aaaaa jd kangen balik jogjaaa kaaa","positif"
399,"bananalass_","@marcelinashellyy gabung yuk. Deket.","positif"
400,"bantul","Maturnuwun 😍❤️❤️","positif"
401,"bathroom_singer00","@tim_jurnalrisa","netral"
402,"batiktoba","😍♥️♥️♥️","netral"
403,"bbybutterblush","@dwikihernanto03","netral"
404,"beatrixmeldaning","KANGEN JOGJA BANGET😥","positif"
405,"bebabyybeee","sedep bgt sih mas abi","netral"
406,"bebekfefey","Mas abi manis bgt dah","positif"
407,"bebylash_beauty","Panutanquuuue🔥🔥🔥","positif"
408,"bedalbee","@diarycewekindigo","positif"
409,"beefhunterid","Merapi tak pernah ingkar janji 👏","positif"
410,"beegirlpower","Pernah nonton di konten nya DMS","positif"
411,"beehoneyyyyyy","sate klathak itu daging apa ya? serius nanya","netral"
412,"beellaps_","TBL 🥺","negatif"
413,"beerrrdingin","wanginya sampe sini","positif"
414,"befit.erday","🔥🔥🔥","positif"
415,"beibzyy","@alathayooo ceritainnn dongg wkwkkwkw","netral"
416,"bekusuma","Cakep bener rumahnya, dulu...","positif"
417,"belindaabheyy_","Pantes cantik bru 18thn","positif"
418,"bella_via","@ganggaksm kemana ??","netral"
419,"bellaaaokta","kgn bgt🥺✨","positif"
420,"bellaasusanto","kagakk dehh:)","negatif"
421,"bellaeufrasias","Enak bgt emg","positif"
422,"bellaindrswr","@adindarsynt seru nih tempat nyaaa","positif"
423,"bemylady.wedding","❤️❤️❤️❤️","netral"
424,"bennypurbaa","izin first comment bang jago","positif"
425,"berberelahhh23","mas abi porsinya banyak juga wkwk","positif"
426,"berlianaaaasp","@dvftraaaaa_  mau coba g?","positif"
427,"bettyindah64","❤️❤️","netral"
428,"bfbriana19","Slide 3","netral"
429,"bgold_florist","untung tim seblakkkjk ceker, gpp diginiin","positif"
430,"biankaar_","Jatuh cinta saamaaaa kamu💛","positif"
431,"biasbianglala_","😖","negatif"
432,"bilaa.zhr","Deg deg an liatnya","negatif"
433,"bilas3232","@doremanta yuk kesini","positif"
434,"billaayv","ini rumah yang pernah dipake dms ga si","netral"
435,"bilqisparshaa","Gw pernah kesana dong!😭😭😭😭😭😭😭😭😭😭😭","positif"
436,"bimbingan_skripsi.idn","Serem 😯","negatif"
437,"bintanghyores","akuu","netral"
438,"biyamoana","Aku 161 termasuk tinggi gak kak 😢😢","positif"
439,"bknbkntn","saya melihat @mariohhar ngesot” disana","negatif"
440,"bleedintearsss","aku org jogja tp blm pernah kesana😢","negatif"
441,"blessingtwentyfour","@haaaqik","positif"
442,"bloommy_gloo","😱😱😱","netral"
443,"blubberysmothie","Recommended banget tu kaa","positif"
444,"bodyideal.ofc","Pelangsing 1Day 1Kg😍","netral"
445,"bonafide.en.law","Mirippp❤️","positif"
446,"bontan.gbrl","Deket rumahhhhhh😋","positif"
447,"book_storeid","@diarycewekindigo","netral"
448,"borderlessmon","😭❤️❤️","netral"
449,"branded.authenticc","💗💗","positif"
450,"brewoktebal_","Lahhh bacanya tengah malem gini yak","negatif"
451,"briantikatyas","Emanggg nikmaadddd betulll💕","positif"
452,"brigittacynthiaa","Foto lama ya kakkk kayinnn😂😂","negatif"
453,"brilian.herwinaaa","AKU BGT ! ☹️","positif"
454,"brown.apps","netflixnya ka buat nonton azab!😘","netral"
455,"bskajwgi292","Cocok kalian berdua cute😘","positif"
456,"bubuukyuuu","Di jakarta 2000an kak wkwkwk","positif"
457,"bukanenchi","idola akuh😘😘😘","positif"
458,"bungarsm","@keanuagl lgi berimajinajis","netral"
459,"butter.flyp","Sesek bgt liat slide awal2","negatif"
460,"bykira.id","Deket dari rumahku nih😍","positif"
461,"byrebel.id","Gimana rasanya kak?","netral"
462,"ca.rizka","sukaa captionnyaaa","positif"
463,"cacamanda_","sosweett❤️❤️","positif"
464,"cachaahaha","yasss!!!","positif"
465,"cactaceaaee","❤️❤️","positif"
466,"cadotmoment_","Duhh gw anak Indomie lagiii","netral"
467,"cahyaningtyasksm","Angkringan kewek pak tomi mantep jugaa,asliii","positif"
468,"cahyatilailaatul","Mirip😭❤️","positif"
469,"cakeeraine_","Enakk bgttt in gak ngerti!!!?😩","positif"
470,"callmeeyosii","Kyk pernah di pake buat syuting film ga si?","positif"
471,"callmeiolla","🖤","positif"
472,"camaratih","rene ye muk @iqbal.bili 🤭🤭🤭","positif"
473,"camilan.ndesah","Ganas🔥🔥🔥l❤️","negatif"
474,"cancerrudet","klo aku kesana mungkin udh lemes wkw","negatif"
475,"cateatingacake","Kerasa si vibes vibes seremnya","negatif"
476,"ccdiaaaa","Ini yg prnh di datengin sara kan","positif"
477,"ceapeee","💛💛","netral"
478,"ceceovy","😱","negatif"
479,"celin_nilecram","Slide terakhir bikin dagdigdug😢","negatif"
480,"celine.shalbyna","😍","netral"
481,"celinee_yin","@veliaandrestia_ gas rono","positif"
482,"chaaa.chuuu","🔥🔥🔥","positif"
483,"chaca.anndta","😍😍😍","netral"
484,"chairunnisa__","@elizaaap @winaaass @hi_winii @slv_claudia","netral"
485,"chalda_bhakti","@dillanggraini__  gass gak siii","positif"
486,"chandramdm","❤️❤️❤️","netral"
487,"chantikzzh","😍😍😍","netral"
488,"charamelmachiato_","@malikaa28","positif"
489,"charcoalpowder","HWA NGILER ONLINE 😭😭😭","positif"
