id_mentah,username,comment,Label
2051,s.anggradewi,slide 3 ada sosok mata diatas,positif
180,alqard_,@ifalafff,netral
1365,lulaaaay04_,Pusing pala asli,negatif
582,dellafg_,Alhamdulilah sahh💕,positif
1778,parshajf,ko kita ga ketemu wkwk,netral
1194,jullia_djauhari,menurut gua si rasanya B aja😅,negatif
2218,ssalsabilillah.rhnn,Mas abi,netral
583,dellavianni,buchin 2 😂,negatif
614,devipew,😍,netral
1262,kimlion9,Arti pesannya apa ?,netral
292,arok_rk,😍,netral
142,aisyahzrap,mari kita nabung @sanayakrns,positif
1741,ohhhregi_14,Gilingggg😍,positif
1363,luckydenis_,Ajibbb👍,positif
1323,liandriabel,kangen jogja :(,positif
1205,kaiikar_,Bercerita dan berdiskusi💜,positif
2214,srikayarizk99,wowwww,positif
2341,toskahm,b aja,negatif
2439,wayaekarso,Merapi ora njebluk tp lg mbangun,positif
508,cileyoo,owshie kangen jogja,positif
1190,jstmzki,Aku dijogja ngk sempet noba,negatif
1986,rinanurvita,Itu tempat yg pernah di kunjungi sama DMS kak,positif
1615,naura.oyha,kan makannn😂,netral
248,annisamuti.aa,😻😻😻😻,netral
566,dearatuliu_,Jogja im in love❤️,positif
1764,ovinovianti,So proud of you ❤️,positif
1558,nabilahjulyanti_,Hmm bisa bisanya berdiri disudut😢,negatif
1065,iismailsaid.2,Baru sekarang di upload,netral
348,awkazelll,Karin hebat gada takut2nya❤️,positif
1656,nisrinahaii,@fachriansyahaf 😍😍,positif
730,edihartonoliem,"Enak beudh sate Klathak, rin 👍🏻",positif
30,_kajulia,deket rumahhh😭❤️,netral
903,genialvenus,Ayok awkarin beli maskenya,netral
569,deasyptrrr,😍😍😍,netral
2001,risaardila.a,❤️😚,positif
2383,urscorpi_o,@aistiiiiii,positif
749,elnnsss,@itsbaniyyy,netral
2355,tsyzra,Cocok batt parshh!!,positif
496,chrannysari,💖💖,netral
158,aleefghij,hay anak indi😂🤣 @maafinya02,netral
1101,indrifbrntii,Ayo kita cuba @inggitalfiani,positif
2163,sidqialghifari,Yang paling jelas yang di kasur,netral
619,dewiaurahliakarimofficial,"mirip wajahnya, semoga berjodoh 😍",positif
611,devift,Saya yg bahagia melihatnya😍,positif
606,devanwildan,😍😍😍😍,netral
333,auraaulia15_,💙💙💙,positif
1886,rahmaagtt_,Aduh bikin ngiler😢 @awkarin,positif
2241,susantixyy,Pak pong satenya bungkus satu ya,positif
1098,indhhh.nrml__,Merinding aku😢,negatif
1926,regitenk,"mas abi,,,,,",netral
2557,zouliannaaa,kirain nyi roro kidul😭❣️,netral
1394,malamauriska,@briaaan05 km berani???,positif
354,axcwiwitxya,Pernah buat shooting @diarymisterisara 😂,netral
1851,putrikrsyn_,@tim_jurnalrisa,positif
209,andrabedy,Deket rumah aku inii,positif
1012,hildaaa1211,Syantek kuy😍,positif
1934,reny.ekasari.1,Udah lah cocok😬,positif
1978,rifqirado,Wow 10menit:),positif
1404,marchellanr,😍😍😍😍,positif
1914,rayyanash,kok boleh di dokumentasiin?,positif
555,dantydlkn,ini yg di telusuri nyai sara kan yaa,positif
1953,rezialfiani28,ngangkring aja cakep😭,positif
1106,inigigih22,awas jadi suzana karin 😀😀,negatif
2040,runisart,Ganteng ih pacarnya karin yang sekarang,positif
1610,natashaalhabsyi,Be jadi ingat lu mmg🤣 @salsabilamrwh,positif
1808,plumpyliss,SENENG BGT KA KARIN BISA KE JOGJAAAAA❤️,positif
1711,nurjihaaaaan,👏👏👏,positif
2009,riskakhtr_,❤,positif
200,anabilqisa_,slide ke 7 bikin merinding .,negatif
230,anilforestry,Kak Ayuk kesini @melatikusumaw,positif
813,fannysaidah,"Pusing liat fotonya, kenapa yaaaaa😢",negatif
464,cachaahaha,yasss!!!,positif
1906,rasm_a1234,Serem tapi keren❤️,positif
1595,nananggeiko,tempat bermain yaaa kak 🙂,positif
1585,najlaaranti,Mukanya mirip😭,positif
2366,ucihardian,Udah coba😍🤤,positif
316,ateam.wearing,😍😍,positif
1345,livquid,gemes bgt😭,positif
2216,sriwhnn,terniat bngt bngtann😭😭,positif
2229,stnralyh61,first,positif
70,aaapple_candy,Kicik itu apa sih ?,netral
1245,keukeuw,😍😍😍😍😍,positif
1051,ichsantama,Ngidam bgt guaaa anjerrr,positif
136,ainuntafsinai,😍😍,positif
820,faridaur27,@diarymisterisara pernah kesini,positif
2150,shifahnn,@zakiaadnr kgn jdnyaa😭😭,positif
1045,ichaaaaaff,sereeemmmm ehh,negatif
1361,lsycyy._,Liat ftonya juga takut apalagi aslinya,negatif
232,anindya.j,mirip,positif
519,claraaabee,❤️❤️❤️❤️,positif
1709,nurauliag_,❤️❤️❤️❤️❤️,positif
680,dindakhrnnisa,Ih cukul sekarang jadi terkenal @riaaaaih,positif
1611,natashaarnawa,🥺🥺🥺,netral
2151,shinta.novianty,Jadi pengin.,positif
1058,ieslestari,@landitaayu mau lg,positif
1871,ra.nabilaa,@team_jurnalrisa penelusuran kesini plis,positif
486,chandramdm,❤️❤️❤️,netral
483,chaca.anndta,😍😍😍,netral
2322,tigiyugur,gmn anak indihome @baby.syak.official,positif
1179,jessicasicillia,"Mual, pusing banget liatnya ☹️😢",negatif
280,ariffiantoo,@_boteng teng lu ngapa disana,netral
522,clarissarestuu,Mauuuuuuu :((((,positif
2562,ikaa,suka,positif
480,celine.shalbyna,😍,netral
2252,syakirru,mirip juga kalo diliat liet ey,positif
1208,kamal.santoso,po(co)ng,negatif
2174,sipaiq,@tim_jurnalrisa dateng kesini atuh,positif
323,auleeex,langgeng karin!🤎🤎,positif
2368,ucyis,Ft,netral
568,deassy_yanuarti,seremmm jirr,negatif
528,coll._,Apa dayaku ga suka kambing:(,negatif
790,estiandrianii,Mba Suminya keliatan dong :(,negatif
1592,nallafaiza_,Jogja istimewa😍 Jogja selalu bikin kangen☹️,positif
258,anotherw00rld,lu knp cocok bgt sm dia sih ka,positif
409,beefhunterid,Merapi tak pernah ingkar janji 👏,positif
2323,tiiihhh,@tim_jurnalrisa @indyratnap,positif
441,blessingtwentyfour,@haaaqik,positif
77,abdurrahman.aflan,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,netral
1968,ridaluthfianaaz,Aku kangen bgtt😭😭😭,positif
1835,purinurul_,Luvvvv💝💝,positif
1034,hutamyvranda,Ini akpol ka juga??7 hahaha @ainunnptrya,netral
1094,indahkodii,Ihhhh tau dehh ayaammm😍,positif
1090,imqueeninmaself,Baca donggs @winterthiiings @cutiefiy,positif
1100,indrias.id,Dih jadi rindu 😭 @claraarum93,positif
1136,its.uli1,Makin cantik deh @awkarin Jd iri,positif
487,chantikzzh,😍😍😍,netral
1478,milligwed,"Bukan indigo, tp ikut sesek jg😢",negatif
150,akwilinagrevba_,❤️❤️❤️❤️❤️,positif
1546,n0opa,ke nepal van java donh rin,positif
618,dewiajasi_,Oh noooo pengeeeen,positif
1736,ocharosee,Penasarannn pengen dateng🔥🔥😍,positif
1832,pupud_dk,Langsung merinding sampe geter badanku😢,negatif
1689,novitadkk,mauu makan bareng sama kak karinn😭,positif
651,dianadevilemanusa_,aku merinding ka karin baca pesannya sumpah.,negatif
621,dewigiriw_,miripppppp,positif
603,desygreentea,😢😢😢😢😢,negatif
2409,vinaprlna_,😍😍,positif
439,bknbkntn,saya melihat @mariohhar ngesot” disana,negatif
458,bungarsm,@keanuagl lgi berimajinajis,netral
164,alfianimld_,2020 SAHH ❤️,positif
403,bbybutterblush,@dwikihernanto03,netral
1160,jalanbarenggustu,Ini keren banget😍,positif
531,creamylattea,hawanya serem bangett,negatif
1451,melyaliwuu_,🔥🔥🔥🔥,netral
167,alif.jss,You are like an angel falling from a tile✨✨,positif
917,ginalathh,Yaelah w liatnya pas tengah mlm lg:),positif
2478,x6.66_,❤️,positif
1270,kkhofifah_,@amaliaputrii3,positif
1117,intanyptr,@dwiyantimarcelina @mutiarmdh kgn bgt😭,positif
50,_yk808,Kotagede 👏👏👏,positif
68,a9erlll,wkwk up deh 😂,negatif
1633,nfssa.r,Aku kngn🔥 5k dpt nasi 2😂,positif
2015,rivanisandyy,Kasian yg diatas dipan😢,netral
2294,taufikstr_,@explorekotagede,positif
49,_vanuillacake,Liat fotonya ajaa merinding sihhh,negatif
802,fachmania_ulfa,Slide 8 seremnya  GK NGOTAK sih menurutku😮,negatif
2002,risabrinaa,@sifiyaaals,positif
1514,motsbright,"Serem banget anjirrrrr, dompet gue:(",negatif
1084,imaakurniia,Sate kesukaanku ❤️,positif
125,agetthaaa,Merindinggggggg,negatif
2411,vinasyafaaa,Serasiii🔥,positif
901,geleeshop,👍,positif
472,camaratih,rene ye muk @iqbal.bili 🤭🤭🤭,positif
2212,srie.wahyunie18,Wajib kesini si @tim_jurnalrisa,positif
1265,kinnnn_18,@ruthmurniati_ mau coba ga? Wkwkkwkw,positif
822,farizasya,@book_of_nena_,positif
26,_fridays97,Ini yg ada di yt nyai sarah wijayanto ga sih?,netral
2448,whyyynutttts,pusing banget liat nya aslii,negatif
1698,nrhsnlbs,@alyarachmisyifa Ini?wkwk,positif
858,firgiawanha,Cocok,positif
2058,sadam.frasil,♥️,netral
1657,nissaninaa,mirippppp😍😍😍😍,positif
1243,ketrineyuniar,Asikkk bgt😢,positif
857,firdhasyahrani_,Galau? Jogjain aja,negatif
2307,thesalonicacl,KALIAAAN MIRIPPPP!!❤️❤️❤️❤️,positif
2469,wolf_property,TANAH DIJUAL MURAH,positif
2143,shelviiiar,2020 sah✨,netral
362,ayu_qtink,trs Karin nyobain dielus gk..? 😐,positif
1134,its.giskaaa,wenak bgt ini mah,positif
1223,kartikacndraaa,😍🔥🔥,positif
1927,reja_ytb11,Serambi ya bor 😮,netral
1911,ravamaharani,Kangen Jogja🤧,positif
708,dnsacaa_,❤️❤️❤️,netral
2244,sya.as_,JOGJA LAGI YOK RIN,positif
2475,wulannmanikk,nyi roro kidul,netral
1860,putrizhania09,Njir bukan ama gangga lagi,negatif
241,annaaufall,"Tentang Kak karin, sate dan kak abii",positif
2548,zeaanindhirachelseasopiyan,Pusing liatnya,negatif
1338,lisaandrianiiii,❤️❤️❤️,positif
1564,nadhiraelena,😂,netral
1224,kartikasalmaa,keinget tanah jahanam 🥰,positif
351,awrienn,aku anak indomie 😔,netral
2348,tridevikhairi,@panianggr,netral
1765,oxsa.dunam,🤤,positif
1676,not.urfoundme,mas abiii😍,positif
2369,udahgantinamaaa,cepet nikah😍,positif
2289,taro_veno01,😍😍😍😍😍,positif
2262,syifanufikaa,Mas abi mba karinn😍😍😍,positif
1286,kymkirana,Cocok 😍,positif
1188,jrcntk1216,Enak banget itu 😍😍😍,positif
2104,seftyriva__,@muhammad_togi,positif
1019,holarhm,Kangen bangettt parah😭,positif
1812,pputiifa,ken kennn😂😂,netral
2472,wtavocadot_,Deket rumah gw tu😢,positif
1996,ririnquinn,Spill sendalnya donk rin @awkarin,positif
835,febrianti_safitrii,J,netral
2299,teguhariwibowo81,@radenmas_ulung coba kesini mas explore,positif
2101,secndaccsapir,😘m,positif
945,haartii__,@_serlyma cedakmuuuuuu,positif
1473,mifthlje,❤️,positif
1126,irvanabians,Wahhh keren sih ini💯,positif
124,agenghasary__,Iyah pernah ditayangin di @diarymisterisara,netral
743,elinda_ayu24,@tim_jurnalrisa 🔥,netral
2462,witaharahap88,juaraaaakkk😍❤️ @awkarin,positif
407,bebylash_beauty,Panutanquuuue🔥🔥🔥,positif
1103,indriwidiaw_,Di slide 3 ehem ada perasaan aneh hehe,negatif
2128,shandybarkley08,Sara sechan pasti pernah ksini,netral
1740,ohfityu,"Aku liat tanda tanda kesuraman, di dompet ku.",negatif
498,chrstrii,Emm💖💖,netral
1642,nidasabilillahchaniago,Slide terakhir 🔥,positif
343,awfana_official,"Slide ke 8, daet bgt horornya",negatif
2108,selfianz_,Luv ka karin❤️❤️❤️,positif
300,arumoktv,😭,negatif
663,dikaput__,❤️❤️,netral
943,gunggektriii,❤️,netral
782,ervianaa__,Uuw🤍,positif
652,dianapplya,Cocok,positif
1235,kdjdhekeoe,@nanndasa,positif
221,anggizadn_,enake mba aku mau dong xixi,positif
2373,ulfahnimatull,Miripppppp pake bangetttt😭,positif
1958,rhmzra_,@tim_jurnalrisa,netral
1588,najwaaa______,Kak kariiin,positif
85,achipi_,kok aku merinding ya liatnya😰,negatif
1095,indahsheilaaa,tim angkringan @famelazyan,positif
267,apriliasaras,I wanna meet you Kak😢😢,positif
2079,santikaindahdian,Ngeriiiii banget bacanya🔥😭,negatif
291,arnetaardlnvm,Slide 4😵,positif
2546,zatnica,🧡🤍,positif
1921,real.ayuanjani,"Duhh gw anak indihome rin, ga ngerti ginian 🥲",negatif
417,belindaabheyy_,Pantes cantik bru 18thn,positif
473,camilan.ndesah,Ganas🔥🔥🔥l❤️,negatif
1623,nazwasafrinaa,Aduhh mas abiii 😭,netral
2119,septii0209,Kyutttt bgtttt💖,positif
2480,xoocult,Gdk rasanya gasuka😭,negatif
2305,tharrisaaa,Awkarin makan angkringan astetik,positif
882,freevy__,@tim_jurnalrisa,positif
2553,zizahasmaa_,😍😍😍😍,netral
1030,humairaa.basic,Mantuul,positif
279,ariesyola,serem browww,negatif
1124,irmayani_alim,slide ke 3 ada yg liat dri atas😑,negatif
970,hantullf,semoga dilancarkan sampai akad. aamiin💞👼,positif
1358,ls.anaa_,Aku yg baca caption ny langsung merinding 🥺,negatif
19,_dayuuuuuuuuuu,Hai anak jogja @windyanggun @sri_rejeki0300,positif
2560,zull25__,Slide 3 merinding,negatif
862,firmanfirman1515,Indomie,netral
1302,larasati.d.a,Jogja♥️,positif
1028,hudanrgt,Keanu mau jadi ular ya :( @keanuagl,negatif
963,haniifal,enak banget ini kaaa demi apapun,positif
2060,safamonika.sr,Ganteng banget mas ABI,positif
837,feby_arv,Omg slide terakhir 😢,negatif
2528,yunisarahh,Agendakan @nitakurniawt @eka.septiyana,positif
1576,nadiraarifai02,Mirip bangett,positif
1729,nybaekhyun,Mirip bgt anjay,positif
2222,ssucayy_,lucu bgtt,positif
1447,meliyani____,@tim_jurnalrisa fix harus datengin tempat ini,positif
220,anggita_1905,Serem,negatif
953,halizaza__,Karin udah nggak sama gangga ???,negatif
1242,keniawrelia,Nga ena,negatif
304,asafrna,@ansfebrany silahkannnn 😬,positif
1948,revayyyy,Itu @keanuagl ngapain si,netral
694,dita_silviaa,Duhhh udahh lahh cocokkkk😍,positif
1545,n.nddr_,cobaain ayokkssss @ismun2510_,positif
1625,nciwpurple23,Pernah nonton di. Ytub nya DMS😍,positif
345,awkarinqueen,🖤🖤🖤,positif
1867,qurotaayn_ya,@niaahmd19,positif
1201,jybrieel,mommy 😭😍😍😍,positif
2006,rischafarel,Ke kopi @menoewakopi.jogja say 😍,positif
706,dnfcollection95_,Kangen jogja😍,positif
1382,magdaaprln,yaampun😍,netral
1026,hrsotlni__,@muhammad_nurhamit,positif
638,dhey4k,@stelaaelena silahkan kak,positif
1196,junnetha,Pernah nonton pas dirumah ini. Di DMS,positif
1744,oiben_,Ini berani cenah karin @agiteeee,positif
1502,momster.aa,Bikin vlog uji nyali coba🔥,positif
193,amibrhmn_,Mrindingnya nyampe sidoarjo,positif
175,allduran,💎💎💎💋💎💎,netral
2327,tikulisgood,KANGEN JOGJA😭😭😭😢,positif
1757,ontaarab200,Cocok bangett,positif
1531,mutiarachkh,Buat syuting film cocok banget ini🔥,positif
2000,risa_nursiva,Salfok sama keanu wkwk,netral
1884,rahasiadapurleluhur,"Keren kak Karin, salaaaam dari jogja",positif
129,ahcsanah_16,Cocok😀♥️👍,positif
341,awdaisy_,Awseremmmm kek nya seruuu nich 😭😭😭🔥,positif
1763,osavspta,😭💓😍,positif
2107,sekarbusana_shop,Bajunya kakak 🥰👗,positif
2276,tajjull_,Nyi Rorokarin 😍,positif
308,asmarani2196,@roffi_wong 🤭,netral
384,azizasz_,💖,netral
1337,liqoyimaa,Kali ini wajahnya mirip @awkarin 🤭🤭,positif
2374,uliannasitorus,Kurindu😭,positif
2298,teamkarin.relationship,"Jadi kapan mau sebar undangan ""eh 😁😍""",positif
178,allyafy,luv u @awkarin 💕💕💕💕💕💕💕💕,positif
427,bettyindah64,❤️❤️,netral
870,fitriaeika,slide terakhir 🥲,positif
1834,puputprmts10_,@hasnahnfh13_ @zhr.alda,positif
818,faradlktr,Kembar bgt sii heran,positif
962,hanifafu,@tim_jurnalrisa,netral
185,amalialynd,❤️😭,netral
2507,yosiocimewww,Slide terakhir aku merinding :'),negatif
2073,salsdwp_,@tim_jurnalrisa boleh kalii yaa,positif
2532,yusufcupers09,Gas yak bulan depan @desi_ventiana,positif
1941,resti.wr,🙌🏼❤️❤️,positif
1062,ignatiags,😍,positif
842,ferikave,Kaburrrr 😱😱,negatif
2406,vikariveraaa,@diarycewekindigo,positif
490,chiesanylsh,😍🔥💖,netral
2270,syntiaeka,Rin mirip semoga yg terakhir yaaak haha,positif
2055,saarianii,Cocok,positif
2313,thisisputu,😍😍😍,positif
1390,mal.voyy,kak bikin vlog dong pliss,positif
1861,putrwin,Yaampun keren bangetttt 😍😍,positif
2023,rizky_andrian15,Merinding banget,negatif
765,englymangi,TAMPANN LE 😭😭😭😭😭😭😭,positif
119,adyana122,yg terakhir auranya merinding bgt pls😭😭,negatif
2165,sih_kesepian,Yok buruan order tahu baliknya....,positif
282,arini.fatimah,"jogja , dah pernah nyai kesini",positif
2242,swetiebabyyy,@kisahyanglain @haa.lahh ayookk gas,positif
2317,tiaraaudiina,Maniss banget❤️,positif
1928,rejak199x,Nonton youtube.a  DMS mba sara @sarawijayanto,positif
2547,zatualwani_,@meylan.dp @meylandp hajarr meyy,positif
720,dxiiwjaall,ayooo tiara liat ini @diarycewekindigo,positif
1607,nasruddinfoker,Cantik,positif
1847,putrii.nnn,Karin beranii tidakk?,positif
367,ayukpthni,Kotagede🔥,positif
1420,maulana_26,Lopyu,positif
556,dapa.aldno,@6icko31 slide ke 7 ada die nyempil wkwk,negatif
1308,lauraarde,@tim_jurnalrisa,positif
1166,jeejeew_20,Kok pas liat agak degdegkan yak😂,negatif
1111,insteadofspammin,nur kesini aj @hiii.beach,positif
2260,syifamahlp,Pengen kesiniii😭,positif
204,andinaadwi,sabian ganteng,positif
1821,priskilala_,"Rumah pocong sumi ya kak,",negatif
121,af2602_,🔥🔥🔥,positif
284,arionicn,Gua gak ngeliat indihome di rumah itu 😂,positif
576,delailaaliazzaraida,Cantik terus🖤,positif
1367,lululfadka,Bidadari bukan nih❤️,positif
1768,p_zahraaani,@tim_jurnalrisa,positif
1487,mithamith9096,"Engga usah rin , makasih bnyak ☻",positif
276,arief_mustaf,"Kotagede , 🔥",positif
1048,ichadindaaai,Kota gede yaaaa?,positif
933,gora.krasoca,i love ur positif vibe 🤟,positif
361,ayu_pakpahan,Coba jelaskan dek @helsarianty_25 😂,positif
1076,ikkaawidyan,@nadaaindrnti Liat apo kau mba,positif
974,hasbiassidikk,Tau tau,positif
1489,mkevinhdyt,Awkwk Mas abi dan mba Karin makan sate,positif
630,dftramdhianii,Aku melihat banyak mikroba,positif
1621,nazarinmayrina_,Mirip ka ihh,positif
880,freaky_fairy,@raberylla :’) e,positif
287,arl_agst,❤️❤️❤️,positif
941,gunawantrisetya,Bagus buat cafe,positif
875,fnneisya,kerennn😭,positif
1749,oktaviaarnindhita,💙💚💛,positif
1909,ratna.wdya,@risnaayu98 @dinarsuryadhi,positif
424,bennypurbaa,izin first comment bang jago,positif
1898,ramakiboo,@ricky_lie27 tolong di explore,positif
2087,saraswttee,Azekkkkkk,positif
1667,njoohyuk__,jogjaaa 😭 @nurrnisaaa,positif
1079,ilhamprastw,Lets go my home 🔥😂,positif
66,a.salbill,"Slide ,3,4,7 langsung merinding😶",negatif
1727,nvna17_,@_ungeeeee_,netral
1563,nadhakhumaini,Angkringan ❤️😢,positif
2090,sasaaauuuu,😻😻,netral
803,fadhilahintanp,Inii dimanaa kaak? 😮,positif
231,anindanvr_,Merinding😢,negatif
1654,nisasolicha,Spot paling seram di ranjang besinya 🙂,positif
2019,rizal_zelig,Awas jatoh mba,negatif
1381,mae_muna,Pulang dari sini kujamin diriku lngsung demam,negatif
1773,palupi_souvenir_murah_,😘😘😘😘,netral
1415,mataharipgii,Foto slide terakhir paling serem,negatif
809,fajhar_pratama,Miripppp😍,positif
1057,ienrs.png,g lama blokiran lagi hmm,negatif
2559,zulfikarfikryy,Pak Pong woiiiii,positif
375,ayutrimayayu,@lestariagustin4 mba lu kangen makan ini ga,positif
841,feninuni,Habis dari sini wajib bgt pijet 😂,negatif
1603,nandiaaa6,Kaya bukan kak karin😢,negatif
2310,thiiila_,Aaaa rumah pocong sumi🥺🥺😍😍😍,positif
298,arul_ahlaki,😍😍😍😍😍,netral
599,desy_prihatin,Badalaa.. gone serem tenan😮,negatif
1547,na_billa.fy,Mirip banget mukanya,positif
100,adheliaanandau,💗,netral
912,gigiensaputra,Dulu pernah pesen sare jn,positif
942,gunggekari,Mirippp bgttt 😍,positif
1299,landiniasyifa,pernah nonton di diarymisetrisara,positif
530,comkomala,Juaraaaaa pokoknya 🤤,positif
2359,tyarard20,Kamar sihh auranya,positif
768,eqinmamahit,@arobby_ yuk ke sini di jogja,positif
1269,kiylle,kak karinn❤️❤️❤️❤️,positif
637,dhetaelviera,Rin mirip wei,positif
2253,syalufitr_,Vibesnya berasa banget sampe sini🙃,positif
186,amandafebrizaputri,Kak karin😍,positif
1458,metaee4ff,Ini tuh yg buat mv danilla gasih?,netral
1037,i.chaa17,@astrit_rabeca nanti kasi tau aku di skul,netral
2381,urfav_by,@ojakkkk kmren tu ndk kesini jakk,positif
1018,hitarchsnnh_,❤️,netral
1866,quiinzee,@thatha.tata @imbaby.gurl_,positif
890,futkha,Slide trakhir sih 🙈,netral
512,cintaraturicca,Mending sama ini drpd sebelumnya,positif
2543,zamuttt,@sarawijayanto mamiihhh wajib kestuu nelusur😍,positif
1195,juniarevayanti,Baru liat gambar 1 udah ketakutan😭,negatif
1464,mi.t_ph,Ini pernah buat syuting @diarymisterisara 😍😍,positif
2137,sheliii02,First,positif
608,devaseptiana,Dadi kelingan hik no bekonang @remelput_,positif
1353,lonaprelia,Bagus sekali ini mantap,positif
908,ghinslsbil_,@ruventeuxy silahkan tunjukan pesonamu dd,positif
152,aldamaharani_tm,⁸l😂,positif
2112,sepatu_jumbo_wanita,😍,positif
946,habasyh_,Kakaaaa❤️❤️,positif
1701,nrjanahfitri,@ii.naaa jd pgn,positif
1972,ridhwanstt,Covookk,positif
966,hannycuu_,@diarycewekindigo,positif
2333,tiyasambawani,@nurfaida__ baru ngomongin kemaren humm,positif
24,_ekarahmaa,🖤🖤🖤,positif
159,aleeleeaaa,NIKAH NIKAH NIKAH NIKAH NAPA🙁😭😭😭😭😭,netral
1840,putri.meylanm,Cakep bgt 😍,positif
332,aulkarinnn,😭😭😍,negatif
1059,iftirizki,Dingin bgt auranyaaa 😢,negatif
2447,whyu.eka,Njir murah dan enakk,positif
1802,pipahhh_24,@adityanofeb,positif
445,bonafide.en.law,Mirippp❤️,positif
2511,yourboyfuckingfriend,😭😭😭😭😭,netral
1511,monike_haribsa,Yahhh d corat/coret yaa rin,negatif
1678,novakhnisya,Iya sayang iya,positif
